ind_code,region,pop_code,fam,fam2,index,X1C,CV_Solanum,CV_Sample,batch,ht,stemwid,numcap,numfls,dff,bench,BIOMASS,SLA
MC11A-1B,NY,MC,MC11A,MC.11A,NA,NA,NA,NA,NA,91.2,7.5,26,1,54,B,17.5,2.741753589
MC11a-1C,NY,MC,MC11A,MC.11A,NA,NA,NA,NA,NA,84.1,5.29,21,0,65,C,14.5,3.933820366
MC11A-2A,NY,MC,MC11A,MC.11A,1.492,1.93,3.33,3.28,1,90.4,5.1,16,0,60,A,10.3,3.619114737
MC11A-2B,NY,MC,MC11A,MC.11A,NA,NA,NA,NA,NA,99,7.91,23,2,54,B,14.5,3.231352444
MC11a-2C,NY,MC,MC11A,MC.11A,NA,NA,NA,NA,NA,72.5,6.75,5,0,NA,C,4.8,4.021238597
MC11B-1A,NY,MC,MC11B,MC.11B,NA,NA,NA,NA,NA,98.5,5.61,7,0,68,A,6.9,4.308469925
MC11B-1B,NY,MC,MC11B,MC.11B,1.489,1.93,2.4,2.11,2,131.6,6.65,23,0,60,B,21,3.548151703
MC11B-1C,NY,MC,MC11B,MC.11B,1.488,1.93,2.92,2.64,4,96.2,5.17,21,0,61,C,19.8,2.655534922
MC11B-2A,NY,MC,MC11B,MC.11B,1.518,1.97,2.5,2.27,1,110.3,8.01,15,0,65,A,11.6,3.619114737
MC11B-2B,NY,MC,MC11B,MC.11B,1.484,1.92,2.54,2.18,2,93.3,4.9,15,0,NA,B,7.1,3.769911184
MC11b-2C,NY,MC,MC11B,MC.11B,NA,NA,NA,NA,NA,94.5,8.86,4,0,NA,C,13.8,3.231352444
MC13-1B,NY,MC,MC13,MC.13,1.495,1.94,3.2,2.7,1,101.5,4.91,32,5,54,B,20.8,3.015928947
MC13-1C,NY,MC,MC13,MC.13,NA,NA,NA,NA,NA,87.2,5.25,8,0,60,C,12.9,3.933820366
MC13-2A,NY,MC,MC13,MC.13,NA,NA,NA,NA,NA,92.2,9.01,13,1,60,A,10.5,3.619114737
MC13-2B,NY,MC,MC13,MC.13,1.484,1.92,2.8,2.54,2,85.2,5.88,23,3,53,B,16.9,3.231352444
MC13-2C,NY,MC,MC13,MC.13,NA,NA,NA,NA,NA,67,5.32,23,1,NA,C,7.9,2.622546911
MC13-3A,NY,MC,MC13,MC.13,1.464,1.9,5.34,3.6,1,94,5.2,4,0,68,A,8.6,5.654866776
MC14-1A,NY,MC,MC14,MC.14,1.487,1.93,3.4,2.89,1,117,6.36,11,0,73,A,NA,3.479918016
MC14-1B,NY,MC,MC14,MC.14,1.495,1.94,3.12,2.54,2,81,4.84,11,1,56,B,8.2,3.231352444
MC14-1C,NY,MC,MC14,MC.14,NA,NA,NA,NA,NA,83.6,4.3,10,0,58,C,7,2.700831893
MC14-2A,NY,MC,MC14,MC.14,1.54,1.99,3.14,3.27,1,112.2,6.91,9,0,68,A,NA,2.918640917
MC14-2B,NY,MC,MC14,MC.14,1.486,1.92,2.56,2.38,4,97.6,4.52,35,3,59,B,17.7,2.54867235
MC14-2C,NY,MC,MC14,MC.14,NA,NA,NA,NA,NA,99.1,5.65,23,0,63,C,13.7,3.17466205
MC3-1A,NY,MC,MC3,MC.3,1.471,1.9,2.91,2.53,1,113.4,6.3,4,0,68,A,12.5,4.112630383
MC3-1B,NY,MC,MC3,MC.3,1.461,1.89,2.55,2.41,2,99.4,5.92,17,0,67,B,16.2,4.308469925
MC3-1C,NY,MC,MC3,MC.3,NA,NA,NA,NA,NA,83.9,6.24,28,0,65,C,19.3,2.585081955
MC3-2A,NY,MC,MC3,MC.3,NA,NA,NA,NA,NA,87,6.24,7,0,66,A,6.1,4.347284969
MC3-2B,NY,MC,MC3,MC.3,1.463,1.89,3,2.65,2,92,5.75,43,0,60,B,18.2,2.154234962
MC3-2C,NY,MC,MC3,MC.3,NA,NA,NA,NA,NA,94,6.06,43,0,60,C,20.3,2.966487489
MC4-1A,NY,MC,MC4,MC.4,NA,NA,NA,NA,NA,98.6,5.63,14,0,59,A,6.8,3.548151703
MC4-1B,NY,MC,MC4,MC.4,1.491,1.93,2.5,2.41,2,90.8,5.6,21,2,53,B,13.9,3.015928947
MC4-1C,NY,MC,MC4,MC.4,NA,NA,NA,NA,NA,71.5,5.89,19,1,58,C,14.4,2.966487489
MC4-2A,NY,MC,MC4,MC.4,1.495,1.94,2.9,2.59,1,68.8,4.5,10,0,62,A,5.1,5.483507177
MC4-2B,NY,MC,MC4,MC.4,1.475,1.91,3.31,2.63,4,110.1,8.41,34,2,63,B,23.1,4.021238597
MC4-2C,NY,MC,MC4,MC.4,NA,NA,NA,NA,NA,104,7.6,28,0,69,C,15.2,4.761993075
MC7-1B,NY,MC,MC7,MC.7,NA,NA,NA,NA,NA,120.1,6.92,24,0,62,B,17.7,2.622546911
MC7-1C,NY,MC,MC7,MC.7,NA,NA,NA,NA,NA,119.8,6.34,22,0,63,C,15.1,3.414259186
MC7-2A,NY,MC,MC7,MC.7,1.531,1.98,3.82,3.57,1,132.8,8,27,0,65,A,19.4,3.692974221
MC7-2B,NY,MC,MC7,MC.7,NA,NA,NA,NA,NA,106.3,6.23,14,0,58,B,12.9,3.119926497
MC7-2C,NY,MC,MC7,MC.7,1.48,1.92,3.06,2.08,3,112,6.5,5,0,69,C,15.5,2.966487489
MC7-3A,NY,MC,MC7,MC.7,1.499,1.94,3.88,3.83,1,117.6,5,17,0,65,A,15.7,2.206777279
MC8-1A,NY,MC,MC8,MC.8,NA,NA,NA,NA,NA,82,5.62,20,0,63,A,14.2,2.741753589
MC8-1B,NY,MC,MC8,MC.8,1.48,1.92,3,2.13,4,93.2,5.32,23,0,70,B,18.4,2.966487489
MC8-1C,NY,MC,MC8,MC.8,1.492,1.93,3.02,2.55,3,62.5,5.21,0,0,NA,C,9.9,3.692974221
MC8-2B,NY,MC,MC8,MC.8,NA,NA,NA,NA,NA,99.4,6.37,23,1,57,B,17,3.933820366
MC8-2C,NY,MC,MC8,MC.8,1.493,1.93,2.95,2.3,3,96.1,5.09,9,0,68,C,16.2,3.850122061
MC8-3B,NY,MC,MC8,MC.8,NA,NA,NA,NA,NA,106.2,7.1,11,1,NA,B,14.6,2.872313283
MC9-1B,NY,MC,MC9,MC.9,NA,NA,NA,NA,NA,93.4,7.3,0,0,NA,B,8.1,4.413554557
MC9-1C,NY,MC,MC9,MC.9,NA,NA,NA,NA,NA,85,5.75,27,0,60,C,10.6,3.850122061
MC9-2A,NY,MC,MC9,MC.9,NA,NA,NA,NA,NA,102.5,5.73,11,1,60,A,12.2,4.639890688
MC9-2B,NY,MC,MC9,MC.9,1.477,1.91,3.23,3.71,2,74.3,4.85,11,0,57,B,6.2,3.17466205
MC9-2C,NY,MC,MC9,MC.9,1.507,1.95,2.8,2.27,3,96.8,6.75,31,0,58,C,16.2,3.933820366
MC9-3A,NY,MC,MC9,MC.9,1.495,1.94,3.7,3.18,1,106.7,5.56,22,0,68,A,11.9,3.769911184
MP1-1A,NY,MP,MP1,MP.1,1.517,1.96,3.02,2.68,1,NA,NA,NA,NA,NA,A,6.1,2.104136475
MP1-1C,NY,MP,MP1,MP.1,NA,NA,NA,NA,NA,102.5,5.3,13,0,63,C,1.9,3.619114737
MP1-2A,NY,MP,MP1,MP.1,1.506,1.95,3.11,2.65,1,95.2,5.99,1,0,54,A,8.4,4.761993075
MP1-2B,NY,MP,MP1,MP.1,NA,NA,NA,NA,NA,108,7.5,22,0,58,B,17.3,3.933820366
MP1-3A,NY,MP,MP1,MP.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,A,1.2,5.026548246
MP1-3B,NY,MP,MP1,MP.1,1.51,1.96,3.56,2.54,4,NA,NA,NA,NA,44,B,8,3.479918016
MP12-1A,NY,MP,MP12,MP.12,1.495,1.94,3.19,2.67,1,83.5,5.03,17,4,73,A,4.2,5.17016391
MP12-1B,NY,MP,MP12,MP.12,1.535,1.99,3.07,2.46,4,91.1,5.6,29,13,49,B,17.7,3.692974221
MP12-1C,NY,MP,MP12,MP.12,NA,NA,NA,NA,NA,85.8,6,17,1,27,C,9.3,4.639890688
MP12-2A,NY,MP,MP12,MP.12,NA,NA,NA,NA,NA,92.4,5.9,13,0,59,A,6.8,2.827433388
MP12-2B,NY,MP,MP12,MP.12,1.498,1.94,3.29,2.58,4,105.5,5.85,22,1,62,B,20.1,2.827433388
MP12-2C,NY,MP,MP12,MP.12,NA,NA,NA,NA,NA,89,6.92,30,1,56,C,12.9,3.548151703
MP14-1A,NY,MP,MP14,MP.14,NA,NA,NA,NA,NA,66.7,5.21,11,0,60,A,4.2,2.966487489
MP14-1B,NY,MP,MP14,MP.14,1.763,2.28,3.97,3.26,4,83.6,4.5,12,2,57,B,10.7,3.619114737
MP14-1C,NY,MP,MP14,MP.14,1.68,2.18,2.92,2.11,3,70,4.5,4,0,NA,C,7.8,2.827433388
MP14-2A,NY,MP,MP14,MP.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1,5.322227554
MP14-2B,NY,MP,MP14,MP.14,1.608,2.08,4.6,3.92,4,68,8.3,11,4,51,B,6.6,3.692974221
MP14-2C,NY,MP,MP14,MP.14,NA,NA,NA,NA,NA,75,4.8,10,0,65,C,6.4,3.414259186
MP15-1A,NY,MP,MP15,MP.15,1.509,1.95,3.65,3.17,1,88.9,7.77,19,1,53,A,13.9,4.523893421
MP15-1B,NY,MP,MP15,MP.15,1.537,1.99,2.49,2.51,2,69.7,4.91,20,11,49,B,10.4,2.622546911
MP15-1C,NY,MP,MP15,MP.15,NA,NA,NA,NA,NA,80.6,4.22,9,3,51,C,12.1,4.308469925
MP15-2B,NY,MP,MP15,MP.15,1.48,1.92,3.21,2.83,2,70.3,3.5,15,1,54,B,6.7,3.479918016
MP15-2C,NY,MP,MP15,MP.15,NA,NA,NA,NA,NA,66,3.42,15,0,54,C,4.4,4.523893421
MP2-1B,NY,MP,MP2,MP.2,1.481,1.92,2.62,2.29,2,NA,NA,NA,NA,NA,B,10.2,3.119926497
MP2-1C,NY,MP,MP2,MP.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,6.5,4.523893421
MP2-2A,NY,MP,MP2,MP.2,NA,NA,NA,NA,NA,96.7,6.64,29,2,55,A,22.6,3.850122061
MP2-2B,NY,MP,MP2,MP.2,1.501,1.94,3.75,2.67,4,85.3,4.7,38,19,NA,B,22.1,3.216990877
MP2-2C,NY,MP,MP2,MP.2,1.505,1.95,2.92,2.51,3,74.5,4.2,15,1,55,C,5.8,5.17016391
MP2-3A,NY,MP,MP2,MP.2,NA,NA,NA,NA,NA,95.9,5.5,14,1,55,A,12.5,3.414259186
MP4-1A,NY,MP,MP4,MP.4,NA,NA,NA,NA,NA,54.2,3.77,0,0,NA,A,1,5.585053606
MP4-1B,NY,MP,MP4,MP.4,1.479,1.92,4.43,3.43,4,67.7,5.68,26,1,62,B,8.4,4.308469925
MP4-1C,NY,MP,MP4,MP.4,1.485,1.92,3.25,2.63,4,78.5,4.96,10,0,63,C,19.4,3.351032164
MP4-2B,NY,MP,MP4,MP.4,1.489,1.93,2.91,2.1,2,81.6,5.48,12,0,56,B,8.1,4.308469925
MP4-2C,NY,MP,MP4,MP.4,NA,NA,NA,NA,NA,86.6,4.4,17,1,60,C,10.5,3.850122061
MP4-3A,NY,MP,MP4,MP.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,1.6,5.837281834
MP5-1A,NY,MP,MP5,MP.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,3.9,4.112630383
MP5-1B,NY,MP,MP5,MP.5,1.531,1.98,2.87,2.09,4,99.4,4.43,15,0,59,B,12.9,3.619114737
MP5-1C,NY,MP,MP5,MP.5,NA,NA,NA,NA,NA,102,5.4,13,0,NA,C,8.6,4.89069559
MP5-2B,NY,MP,MP5,MP.5,1.538,1.99,3.02,2.43,2,NA,NA,NA,NA,NA,B,10.2,2.585081955
MP5-3A,NY,MP,MP5,MP.5,1.55,2.01,3.99,3.06,1,117.1,6.06,9,0,73,A,15.5,2.234021443
MP6-1A,NY,MP,MP6,MP.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.5,4.413554557
MP6-1B,NY,MP,MP6,MP.6,1.497,1.94,3.88,3.01,4,NA,NA,NA,NA,NA,B,15.4,2.872313283
MP6-1C,NY,MP,MP6,MP.6,1.504,1.95,2.48,2.02,3,NA,NA,NA,NA,NA,C,9,4.112630383
MP6-2A,NY,MP,MP6,MP.6,NA,NA,NA,NA,NA,83,6.6,19,0,68,A,14.8,5.17016391
MP6-2B,NY,MP,MP6,MP.6,1.534,1.99,2.87,3.13,4,NA,NA,NA,NA,NA,B,9,3.933820366
MP6-2C,NY,MP,MP6,MP.6,NA,NA,NA,NA,NA,91.5,5.65,4,0,67,C,19.1,2.827433388
MP7-1A,NY,MP,MP7,MP.7,1.512,1.96,4.77,3.84,1,88.6,6.35,27,0,51,A,11.3,4.347284969
MP7-1B,NY,MP,MP7,MP.7,1.512,1.96,3.34,2.6,4,102.4,5.64,29,3,57,B,17.3,2.154234962
MP7-1C,NY,MP,MP7,MP.7,NA,NA,NA,NA,NA,94.3,5.89,21,1,57,C,21.2,4.761993075
MP7-2B,NY,MP,MP7,MP.7,NA,NA,NA,NA,NA,100.6,7.93,24,1,56,B,14.6,3.17466205
MP7-2C,NY,MP,MP7,MP.7,1.529,1.98,2.73,2.22,3,79.1,4.7,10,0,60,C,9.1,4.89069559
MP7-3A,NY,MP,MP7,MP.7,NA,NA,NA,NA,NA,92.2,7.4,19,0,58,A,22.5,3.17466205
MP9-1A,NY,MP,MP9,MP.9,NA,NA,NA,NA,NA,66.4,6.6,6,0,73,A,5.4,3.414259186
MP9-1B,NY,MP,MP9,MP.9,1.499,1.94,3.66,2.95,4,104.4,5.38,19,0,NA,B,14,5.026548246
MP9-1C,NY,MP,MP9,MP.9,1.49,1.93,3.8,2.97,4,64.2,6.85,28,1,58,C,18.4,3.093260459
MP9-2B,NY,MP,MP9,MP.9,1.502,1.95,2.91,2.32,4,76.7,4.64,27,8,57,B,22.5,3.414259186
MP9-2C,NY,MP,MP9,MP.9,NA,NA,NA,NA,NA,78,5.8,18,1,54,C,12.6,4.523893421
MP9-3A,NY,MP,MP9,MP.9,NA,NA,NA,NA,NA,70.5,6.57,26,0,60,A,13.7,4.112630383
PR1-1A,VT,PR,PR1,PR.1,1.476,1.91,2.88,2.64,1,69.8,8.08,13,2,57,A,11,2.47884571
PR1-1B,VT,PR,PR1,PR.1,1.45,1.88,3.87,3.5,4,62.2,5.62,25,5,49,B,18.5,2.180189601
PR1-1C,VT,PR,PR1,PR.1,NA,NA,NA,NA,NA,60.1,4.08,12,8,47,C,11.1,2.741753589
PR1-2B,VT,PR,PR1,PR.1,1.441,1.87,3.82,2.94,4,59,5.4,24,15,42,B,12.7,2.872313283
PR1-2C,VT,PR,PR1,PR.1,NA,NA,NA,NA,NA,72.5,5.38,13,1,61,C,8.9,4.308469925
PR1-3A,VT,PR,PR1,PR.1,1.468,1.9,3.51,2.51,1,76.8,5.25,12,3,57,A,9.6,3.119926497
PR11-1A,VT,PR,PR11,PR.11,1.472,1.91,2.73,2.44,1,100,4.85,14,3,55,A,16.6,3.692974221
PR11-1B,VT,PR,PR11,PR.11,NA,NA,NA,NA,NA,59.4,3.88,10,9,45,B,6,3.619114737
PR11-1C,VT,PR,PR11,PR.11,1.451,1.88,3.65,2.53,3,57.3,3.52,5,1,60,C,5.5,3.351032164
PR11-2B,VT,PR,PR11,PR.11,1.457,1.89,2.7,3.37,2,73.5,4.32,3,2,60,B,13.6,3.850122061
PR11-2C,VT,PR,PR11,PR.11,NA,NA,NA,NA,NA,58.5,3.3,11,2,61,C,5,1.945760611
PR11-3A,VT,PR,PR11,PR.11,NA,NA,NA,NA,NA,64.7,3.82,27,12,54,A,19,3.479918016
PR12-1A,VT,PR,PR12,PR.12,1.475,1.91,3.04,2.42,1,70.6,6.43,13,10,NA,A,9.7,3.619114737
PR12-1B,VT,PR,PR12,PR.12,1.443,1.87,3.62,2.42,4,73.1,5.34,13,8,63,B,9.3,2.783934413
PR12-1C,VT,PR,PR12,PR.12,NA,NA,NA,NA,NA,67.7,5.56,0,0,NA,C,2.5,8.61693985
PR12-2B,VT,PR,PR12,PR.12,1.474,1.91,2.82,2.27,2,64.2,3.98,9,0,57,B,5.7,3.692974221
PR12-2C,VT,PR,PR12,PR.12,NA,NA,NA,NA,NA,66.6,3.67,6,1,60,C,8.7,4.20827295
PR12-3A,VT,PR,PR12,PR.12,NA,NA,NA,NA,NA,70.8,5.6,26,11,52,A,9.3,4.89069559
PR16-1A,VT,PR,PR16,PR.16,NA,NA,NA,NA,NA,72.2,5,24,16,52,A,13.8,3.015928947
PR16-1B,VT,PR,PR16,PR.16,1.468,1.9,2.54,2.26,2,82.4,6.9,33,10,50,B,21.1,3.119926497
PR16-1C,VT,PR,PR16,PR.16,1.454,1.88,3.07,2.72,4,63.5,5.4,21,10,49,C,13.2,2.47884571
PR16-2A,VT,PR,PR16,PR.16,NA,NA,NA,NA,NA,80.5,5.6,15,0,63,A,12.6,3.231352444
PR16-2B,VT,PR,PR16,PR.16,1.447,1.87,3.07,2.24,4,57,5.16,25,12,62,B,17.8,1.988524581
PR16-2C,VT,PR,PR16,PR.16,NA,NA,NA,NA,NA,57.5,5.69,22,5,54,C,11.5,2.412743158
PR19-1A,VT,PR,PR19,PR.19,1.483,1.92,2.82,2.48,1,61.4,8.29,22,11,52,A,11.5,2.234021443
PR19-1B,VT,PR,PR19,PR.19,NA,NA,NA,NA,NA,85.6,5.5,25,6,52,B,14.6,3.933820366
PR19-1C,VT,PR,PR19,PR.19,1.437,1.86,3.08,2.26,3,83.5,5.3,33,5,52,C,18.6,2.741753589
PR19-2A,VT,PR,PR19,PR.19,NA,NA,NA,NA,NA,84.9,4.5,17,9,53,A,11.8,3.015928947
PR19-2B,VT,PR,PR19,PR.19,1.462,1.89,2.89,2.22,2,74,5.54,19,1,57,B,16.3,3.119926497
PR19-2C,VT,PR,PR19,PR.19,1.479,1.92,2.85,2.83,3,76.8,5.14,17,7,52,C,18.8,2.918640917
PR20-1A,VT,PR,PR20,PR.20,NA,NA,NA,NA,NA,86.7,6.35,12,1,57,A,11,3.231352444
PR20-1B,VT,PR,PR20,PR.20,1.443,1.87,3.22,2.15,2,59,6,13,12,45,B,9.3,3.119926497
PR20-1C,VT,PR,PR20,PR.20,1.46,1.89,2.93,2.54,3,70.8,5.11,13,2,55,C,9.4,3.17466205
PR20-2A,VT,PR,PR20,PR.20,NA,NA,NA,NA,NA,35.7,5.1,8,0,61,A,14.1,2.412743158
PR20-2B,VT,PR,PR20,PR.20,1.453,1.88,2.84,2.23,2,53.5,5.1,17,10,46,B,9.8,3.619114737
PR20-3C,VT,PR,PR20,PR.20,NA,NA,NA,NA,NA,59,6.68,21,6,51,C,13.8,3.548151703
PR22-1B,VT,PR,PR22,PR.22,1.462,1.89,3.19,2.76,1,71,4.28,8,8,49,B,13,3.351032164
PR22-1C,VT,PR,PR22,PR.22,1.452,1.88,2.91,2.61,2,63,5.02,9,2,60,C,4.9,4.761993075
PR22-2A,VT,PR,PR22,PR.22,1.45,1.88,3.16,2.72,1,73.8,4.92,11,6,53,A,7.7,3.923159606
PR22-2B,VT,PR,PR22,PR.22,NA,NA,NA,NA,NA,60.2,3.63,8,3,53,B,13.2,2.622546911
PR22-2C,VT,PR,PR22,PR.22,1.5,1.94,3.89,3.72,3,54.5,3.4,5,4,49,C,5.6,3.850122061
PR22-3A,VT,PR,PR22,PR.22,1.461,1.89,2.74,2.56,1,73,5.55,18,12,53,A,12.3,2.585081955
PR3-1A,VT,PR,PR3,PR.3,1.497,1.94,3.7,3.62,1,64,5.9,11,0,63,A,11.7,3.17466205
PR3-1B,VT,PR,PR3,PR.3,1.462,1.89,3.69,3.16,4,61,4.38,6,6,67,B,9,4.89069559
PR3-2B,VT,PR,PR3,PR.3,NA,NA,NA,NA,NA,63,5.43,14,6,50,B,12.1,2.700831893
PR3-2C,VT,PR,PR3,PR.3,NA,NA,NA,NA,NA,53,5.28,13,9,48,C,13.5,1.966910183
PR3-3A,VT,PR,PR3,PR.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,6.7,4.112630383
PR3-3C,VT,PR,PR3,PR.3,1.44,1.86,3.27,2.35,3,61.5,4.5,6,2,56,C,7.7,2.661113777
PR7-1A,VT,PR,PR7,PR.7,NA,NA,NA,NA,NA,62.1,5.26,25,6,55,A,11.7,2.54867235
PR7-1B,VT,PR,PR7,PR.7,NA,NA,NA,NA,NA,58.7,6.9,31,4,52,B,17.2,2.741753589
PR7-1C,VT,PR,PR7,PR.7,NA,NA,NA,NA,NA,73.1,5.1,10,1,64,C,4.9,4.413554557
PR7-2B,VT,PR,PR7,PR.7,1.469,1.9,2.63,2.59,2,71.2,7.03,29,4,53,B,20,3.290104306
PR7-2C,VT,PR,PR7,PR.7,1.467,1.9,2.77,2.72,3,84.2,5.72,24,1,61,C,12.5,2.918640917
PR7-3A,VT,PR,PR7,PR.7,1.52,1.97,3.36,3.85,1,76.6,6.07,15,1,59,A,12.5,3.414259186
PR9-1A,VT,PR,PR9,PR.9,1.459,1.89,3.11,3.19,1,64.5,5.4,5,1,59,A,5.3,2.918640917
PR9-1B,VT,PR,PR9,PR.9,NA,NA,NA,NA,NA,69.6,6.2,32,13,45,B,17.1,3.119926497
PR9-1C,VT,PR,PR9,PR.9,NA,NA,NA,NA,NA,84.5,6.13,27,0,55,C,14.2,3.290104306
PR9-2A,VT,PR,PR9,PR.9,NA,NA,NA,NA,NA,52.3,4.48,9,5,47,A,4.4,3.692974221
PR9-2C,VT,PR,PR9,PR.9,NA,NA,NA,NA,NA,55,4.4,18,4,55,C,10.9,3.414259186
PR9-3A,VT,PR,PR9,PR.9,1.463,1.89,3.07,2.43,1,NA,NA,NA,NA,NA,A,6.2,2.918640917
RM12-1A,VT,RM,RM12,RM.12,NA,NA,NA,NA,NA,61,4.7,14,6,47,A,8.5,4.112630383
RM12-1B,VT,RM,RM12,RM.12,1.466,1.9,3.82,3.13,4,67,6.65,18,0,44,B,12.9,2.872313283
RM12-1C,VT,RM,RM12,RM.12,NA,NA,NA,NA,NA,61.3,4.93,19,3,52,C,11.8,3.414259186
RM12-2A,VT,RM,RM12,RM.12,1.479,1.92,3.32,2.73,1,84.9,5.86,18,8,53,A,17.2,3.850122061
RM12-2B,VT,RM,RM12,RM.12,1.456,1.89,3.61,2.96,4,63.7,5.3,24,10,53,B,13.3,2.585081955
RM12-2C,VT,RM,RM12,RM.12,NA,NA,NA,NA,NA,71,4.3,9,2,55,C,10.8,2.445347795
RM15-1B,VT,RM,RM15,RM.15,NA,NA,NA,NA,NA,90.4,5.43,10,0,62,B,11.3,2.445347795
RM15-1C,VT,RM,RM15,RM.15,NA,NA,NA,NA,NA,62.8,5.07,3,1,60,C,7.3,4.021238597
RM15-2B,VT,RM,RM15,RM.15,1.459,1.89,2.82,2.52,2,NA,NA,NA,NA,NA,B,3.6,4.20827295
RM15-2C,VT,RM,RM15,RM.15,1.448,1.88,3.41,2.5,4,79.6,4.35,11,7,54,C,11.6,3.414259186
RM15-3B,VT,RM,RM15,RM.15,1.444,1.87,3.07,2.99,4,NA,NA,NA,NA,NA,B,14.7,2.445347795
RM15-3C,VT,RM,RM15,RM.15,NA,NA,NA,NA,NA,11.5,6.9,11,2,61,C,10,2.104136475
RM5-1A,VT,RM,RM5,RM.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4.8,4.523893421
RM5-1B,VT,RM,RM5,RM.5,1.471,1.9,3.03,2.95,3,61.1,5.02,43,35,46,B,20.5,2.783934413
RM5-1C,VT,RM,RM5,RM.5,1.458,1.89,2.9,2.18,3,57.2,3.92,17,2,49,C,13.5,3.619114737
RM5-2B,VT,RM,RM5,RM.5,1.468,1.9,2.77,2.67,3,86.4,5.5,21,6,53,B,16.7,2.350074505
RM5-2C,VT,RM,RM5,RM.5,1.452,1.88,2.79,2.38,3,58.2,4.24,16,5,52,C,12.8,2.622546911
RM5-3A,VT,RM,RM5,RM.5,NA,NA,NA,NA,NA,74.5,6.65,4,1,61,A,9,3.479918016
RM51-1A,VT,RM,RM51,RM.51,NA,NA,NA,NA,NA,71.1,6.25,7,0,73,A,4.5,2.872313283
RM51-1B,VT,RM,RM51,RM.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,4.9,2.622546911
RM51-1C,VT,RM,RM51,RM.51,1.458,1.89,2.96,2.37,3,63.5,5.7,9,2,56,C,8.5,3.414259186
RM51-2A,VT,RM,RM51,RM.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,6.1,2.234021443
RM51-2B,VT,RM,RM51,RM.51,1.458,1.89,3.73,3.27,4,92.3,6.3,18,4,60,B,14.3,3.619114737
RM51-2C,VT,RM,RM51,RM.51,1.455,1.88,3.2,2.79,3,92,5.5,28,8,51,C,15,3.548151703
RM52-1A,VT,RM,RM52,RM.52,NA,NA,NA,NA,NA,56,4.26,21,19,47,A,13.7,3.619114737
RM52-1B,VT,RM,RM52,RM.52,1.464,1.9,2.44,2.31,2,71.5,5.78,24,14,49,B,13.4,2.741753589
RM52-1C,VT,RM,RM52,RM.52,1.464,1.9,2.8,2.36,3,71.5,4.9,28,13,52,C,22.6,2.585081955
RM52-2B,VT,RM,RM52,RM.52,NA,NA,NA,NA,NA,90.8,8.3,23,2,56,B,15.7,4.20827295
RM52-2C,VT,RM,RM52,RM.52,NA,NA,NA,NA,NA,64.3,4.91,24,6,54,C,13.3,2.474608367
RM52-3A,VT,RM,RM52,RM.52,1.472,1.91,3.77,3.04,1,65.3,4.6,10,16,49,A,8.4,3.850122061
RM53-1A,VT,RM,RM53,RM.53,NA,NA,NA,NA,NA,85,5.61,16,3,56,A,13.1,3.769911184
RM53-1B,VT,RM,RM53,RM.53,1.446,1.87,3.25,2.97,4,88,5.23,22,12,49,B,17,3.351032164
RM53-2A,VT,RM,RM53,RM.53,NA,NA,NA,NA,NA,87.5,6.08,16,4,54,A,12.8,2.700831893
RM53-2B,VT,RM,RM53,RM.53,1.45,1.88,4.04,3.14,4,60.4,5.2,29,19,56,B,18.5,3.548151703
RM53-2C,VT,RM,RM53,RM.53,NA,NA,NA,NA,NA,66,5.3,27,6,51,C,11.8,3.414259186
RM53-3A,VT,RM,RM53,RM.53,1.462,1.89,3.25,3.01,1,98.2,7.3,15,0,60,A,10.6,4.021238597
RM54-1A,VT,RM,RM54,RM.54,1.467,1.9,3.07,2.28,1,NA,NA,NA,NA,NA,A,7.2,4.523893421
RM54-1B,VT,RM,RM54,RM.54,1.453,1.88,3.4,3.05,3,60.3,4.5,9,7,50,B,9.6,2.445347795
RM54-1C,VT,RM,RM54,RM.54,NA,NA,NA,NA,NA,59.5,5.23,6,0,63,C,9.2,3.414259186
RM54-2A,VT,RM,RM54,RM.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,8.3,4.523893421
RM54-2B,VT,RM,RM54,RM.54,1.447,1.87,3.95,3.35,4,70,5.06,9,8,49,B,11.3,3.414259186
RM54-2C,VT,RM,RM54,RM.54,NA,NA,NA,NA,NA,77.3,6.56,8,0,63,C,12.4,3.231352444
RM56-1A,VT,RM,RM56,RM.56,1.455,1.88,2.92,2.91,1,NA,NA,NA,NA,NA,A,2.6,4.89069559
RM56-1B,VT,RM,RM56,RM.56,1.473,1.91,3.11,2.8,3,98.7,5.4,28,11,50,B,17.4,4.021238597
RM56-1C,VT,RM,RM56,RM.56,NA,NA,NA,NA,NA,61.2,4.75,11,7,50,C,10.9,4.20827295
